,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31
date,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31
filing_date,2023-10-26,2023-07-27,2023-05-04,2023-02-23,2022-10-27,2022-07-25,2022-05-05,2022-02-24,2021-10-28,2021-07-29,2021-05-05,2021-02-25,2020-10-30,2020-07-29,2020-04-29,2020-02-21,2019-10-31,2019-07-31,2019-05-09,2019-02-26,2018-11-02,2018-08-02,2018-05-09,2018-02-26,2017-10-27,2017-08-03,2017-05-10,2017-03-15,2016-12-01,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,
currency_symbol,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD
totalAssets,13917000000.00,14128000000.00,14369000000.00,14783000000.00,14885000000.00,15709000000.00,15988000000.00,15003000000.00,14197000000.00,14438000000.00,14931000000.00,14864000000.00,14223000000.00,13300000000.00,13651000000.00,14640000000.00,14670000000.00,15349000000.00,15956000000.00,15938000000.00,16185000000.00,16518000000.00,17096000000.00,17447000000.00,17254000000.00,16929000000.00,17076000000.00,16734000000.00,17305000000.00,16374000000.00,16403000000.00,16413000000.00,,,,18680000000.00
intangibleAssets,37000000.00,39000000.00,30000000.00,29000000.00,30000000.00,31000000.00,,36000000.00,,,,45000000.00,,,,52000000.00,,,,57000000.00,0.00,0.00,0.00,62000000.00,0.00,0.00,135000000.00,135000000.00,155000000.00,155000000.00,153000000.00,53000000.00,,,,230000000.00
earningAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherCurrentAssets,420000000.00,337000000.00,561000000.00,417000000.00,650000000.00,647000000.00,435000000.00,358000000.00,251000000.00,233000000.00,238000000.00,290000000.00,270000000.00,264000000.00,277000000.00,288000000.00,245000000.00,250000000.00,285000000.00,301000000.00,255000000.00,283000000.00,270000000.00,271000000.00,217000000.00,347000000.00,424000000.00,334000000.00,269000000.00,281000000.00,328000000.00,333000000.00,,,,438000000.00
totalLiab,7825000000.00,7670000000.00,8073000000.00,8211000000.00,7993000000.00,8417000000.00,9731000000.00,8754000000.00,8736000000.00,9020000000.00,10058000000.00,9873000000.00,9204000000.00,7976000000.00,7840000000.00,8784000000.00,8260000000.00,8490000000.00,8873000000.00,8544000000.00,8900000000.00,9410000000.00,9579000000.00,10652000000.00,9136000000.00,8730000000.00,8913000000.00,9044000000.00,8179000000.00,5421000000.00,4583000000.00,4900000000.00,,,,5607000000.00
totalStockholderEquity,4509000000.00,4842000000.00,4690000000.00,5058000000.00,5371000000.00,5666000000.00,4579000000.00,4638000000.00,3878000000.00,3769000000.00,3248000000.00,3287000000.00,3395000000.00,3705000000.00,4275000000.00,4082000000.00,4539000000.00,4895000000.00,5157000000.00,5389000000.00,5216000000.00,5024000000.00,5368000000.00,4520000000.00,5862000000.00,5954000000.00,5876000000.00,5648000000.00,6980000000.00,8773000000.00,9698000000.00,9442000000.00,,,,10599000000.00
deferredLongTermLiab,,,1643000000.00,1512000000.00,1254000000.00,1369000000.00,2396000000.00,1647000000.00,1802000000.00,1753000000.00,1481000000.00,1257000000.00,968000000.00,535000000.00,496000000.00,951000000.00,763000000.00,846000000.00,944000000.00,483000000.00,867000000.00,823000000.00,715000000.00,1384000000.00,992000000.00,616000000.00,642000000.00,604000000.00,614000000.00,,,,,,,
otherCurrentLiab,1041000000.00,1037000000.00,955000000.00,1246000000.00,946000000.00,1038000000.00,1820000000.00,791000000.00,850000000.00,774000000.00,735000000.00,870000000.00,476000000.00,498000000.00,515000000.00,561000000.00,551000000.00,498000000.00,521000000.00,429000000.00,452000000.00,504000000.00,407000000.00,597000000.00,515000000.00,492000000.00,568000000.00,746000000.00,390000000.00,477000000.00,478000000.00,558000000.00,,,,825000000.00
commonStock,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,0.00,10229000000.00,11155000000.00,11042000000.00,,,,11915000000.00
capitalStock,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,
retainedEarnings,-1125000000.00,-939000000.00,-819000000.00,-549000000.00,-158000000.00,606000000.00,114000000.00,-315000000.00,96000000.00,-241000000.00,-550000000.00,-725000000.00,-721000000.00,-672000000.00,-476000000.00,-555000000.00,-252000000.00,-31000000.00,371000000.00,341000000.00,298000000.00,339000000.00,263000000.00,113000000.00,309000000.00,196000000.00,121000000.00,-104000000.00,-6000000.00,,,,,,,
otherLiab,,,,,3314000000.00,3456000000.00,4538000000.00,3805000000.00,4083000000.00,4133000000.00,4623000000.00,4649000000.00,4298000000.00,3845000000.00,3726000000.00,4283000000.00,3904000000.00,4046000000.00,4149000000.00,3824000000.00,4076000000.00,4481000000.00,5158000000.00,6009000000.00,4986000000.00,4704000000.00,4859000000.00,4799000000.00,4516000000.00,2149000000.00,2173000000.00,2289000000.00,,,,2559000000.00
goodWill,146000000.00,146000000.00,145000000.00,145000000.00,144000000.00,145000000.00,,144000000.00,,,,145000000.00,,,,150000000.00,,,,151000000.00,0.00,0.00,0.00,154000000.00,0.00,0.00,155000000.00,155000000.00,155000000.00,155000000.00,153000000.00,152000000.00,,,,160000000.00
otherAssets,2016000000.00,1979000000.00,1946000000.00,1897000000.00,2058000000.00,2151000000.00,2342000000.00,-1613000000.00,2087000000.00,2148000000.00,2055000000.00,10340000.00,1913000000.00,1795000000.00,2099000000.00,1746000000.00,1984000000.00,2117000000.00,2152000000.00,1786000000.00,2256000000.00,2291000000.00,3913000000.00,4071000000.00,4168000000.00,4109000000.00,4238000000.00,4235000000.00,4074000000.00,4419000000.00,4403000000.00,4457000000.00,,,,4437000000.00
cash,926000000.00,990000000.00,1138000000.00,1363000000.00,1432000000.00,1638000000.00,1554000000.00,1814000000.00,1452000000.00,1652000000.00,2544000000.00,1607000000.00,1736000000.00,965000000.00,829000000.00,879000000.00,841000000.00,834000000.00,1017000000.00,1113000000.00,1022000000.00,1089000000.00,1196000000.00,1358000000.00,1119000000.00,954000000.00,804000000.00,853000000.00,241000000.00,332000000.00,359000000.00,557000000.00,,,,266000000.00
cashAndEquivalents,926000000.00,990000000.00,1138000000.00,1363000000.00,1432000000.00,1638000000.00,1554000000.00,1814000000.00,1452000000.00,1652000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCurrentLiabilities,2624000000.00,2596000000.00,2785000000.00,3004000000.00,2954000000.00,3236000000.00,3466000000.00,3223000000.00,2929000000.00,2671000000.00,3221000000.00,2761000000.00,2276000000.00,2241000000.00,2223000000.00,2563000000.00,2455000000.00,2531000000.00,2803000000.00,2919000000.00,3004000000.00,3013000000.00,2976000000.00,3252000000.00,2766000000.00,2608000000.00,2623000000.00,2842000000.00,2206000000.00,3039000000.00,2194000000.00,2404000000.00,,,,2735000000.00
currentDeferredRevenue,110000000.00,67000000.00,340000000.00,,417000000.00,445000000.00,,757000000.00,596000000.00,504000000.00,457000000.00,486000000.00,438000000.00,489000000.00,431000000.00,517000000.00,485000000.00,509000000.00,778000000.00,826000000.00,837000000.00,744000000.00,741000000.00,741000000.00,616000000.00,589000000.00,601000000.00,603000000.00,543000000.00,1263000000.00,435000000.00,449000000.00,,,,
netDebt,884000000.00,819000000.00,669000000.00,444000000.00,294000000.00,88000000.00,174000000.00,-87000000.00,273000000.00,565000000.00,415000000.00,858000000.00,804000000.00,836000000.00,973000000.00,921000000.00,965000000.00,971000000.00,786000000.00,689000000.00,802000000.00,840000000.00,264000000.00,46000000.00,282000000.00,483000000.00,647000000.00,592000000.00,1237000000.00,-77000000.00,-123000000.00,-332000000.00,,,,
shortTermDebt,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,745000000.00,2000000.00,2000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,4000000.00,13000000.00,15000000.00,16000000.00,17000000.00,19000000.00,20000000.00,21000000.00,21000000.00,22000000.00,20000000.00,18000000.00,,,,29000000.00
shortLongTermDebt,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,745000000.00,2000000.00,2000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,4000000.00,13000000.00,15000000.00,16000000.00,1401000000.00,1437000000.00,1451000000.00,21000000.00,,,,18000000.00,,,,29000000.00
shortLongTermDebtTotal,1810000000.00,1809000000.00,1807000000.00,1807000000.00,1726000000.00,1726000000.00,1728000000.00,1727000000.00,1725000000.00,2217000000.00,2959000000.00,2465000000.00,2540000000.00,1801000000.00,1802000000.00,1800000000.00,1806000000.00,1805000000.00,1803000000.00,1802000000.00,1824000000.00,1929000000.00,1460000000.00,1404000000.00,1401000000.00,1437000000.00,1451000000.00,1445000000.00,1478000000.00,255000000.00,236000000.00,225000000.00,,,,
otherStockholderEquity,9179000000.00,9173000000.00,9162000000.00,9183000000.00,9171000000.00,9313000000.00,9537000000.00,9577000000.00,9708000000.00,9695000000.00,9674000000.00,9663000000.00,9661000000.00,9655000000.00,9647000000.00,9639000000.00,9638000000.00,9629000000.00,9618000000.00,9611000000.00,9656000000.00,9650000000.00,9633000000.00,9590000000.00,9584000000.00,9559000000.00,9553000000.00,9531000000.00,11458000000.00,,,-1600000000.00,,,,-1316000000.00
propertyPlantEquipment,6532000000.00,6445000000.00,6426000000.00,6493000000.00,6254000000.00,6457000000.00,6824000000.00,6623000000.00,6679000000.00,6976000000.00,6930000000.00,7190000000.00,7250000000.00,7289000000.00,7160000000.00,8040000000.00,7929000000.00,8273000000.00,8328000000.00,8327000000.00,8355000000.00,8556000000.00,9034000000.00,9138000000.00,9282000000.00,9237000000.00,9434000000.00,9325000000.00,9609000000.00,9569000000.00,9519000000.00,9390000000.00,,,,11326000000.00
totalCurrentAssets,4365000000.00,4670000000.00,4946000000.00,5250000000.00,5350000000.00,5863000000.00,5598000000.00,5026000000.00,4285000000.00,4201000000.00,4891000000.00,4520000000.00,4026000000.00,3179000000.00,3333000000.00,3530000000.00,3643000000.00,3818000000.00,4114000000.00,4134000000.00,4193000000.00,4281000000.00,4149000000.00,4238000000.00,3804000000.00,3583000000.00,3404000000.00,3181000000.00,3622000000.00,2386000000.00,2481000000.00,2566000000.00,,,,2917000000.00
longTermInvestments,1004000000.00,1034000000.00,1051000000.00,1143000000.00,1223000000.00,1238000000.00,1224000000.00,1199000000.00,1146000000.00,1113000000.00,1055000000.00,1051000000.00,1035000000.00,1037000000.00,1059000000.00,1113000000.00,1114000000.00,1141000000.00,1430000000.00,1442000000.00,1423000000.00,1434000000.00,1512000000.00,1538000000.00,1561000000.00,1637000000.00,1750000000.00,1826000000.00,1632000000.00,,,1472000000.00,,,,1777000000.00
netTangibleAssets,,,4690000000.00,5076000000.00,5371000000.00,5666000000.00,4579000000.00,4638000000.00,3878000000.00,3769000000.00,3248000000.00,3311000000.00,3395000000.00,3705000000.00,4275000000.00,3910000000.00,4539000000.00,4895000000.00,5157000000.00,5389000000.00,5216000000.00,5024000000.00,5368000000.00,4523000000.00,5862000000.00,5954000000.00,5876000000.00,5654000000.00,6825000000.00,,,9237000000.00,,,,10369000000.00
shortTermInvestments,,,,-21000000.00,,,,,1146000000.00,1113000000.00,1055000.00,1051000.00,1034000.00,,,,,,,3000000.00,4000000.00,6000000.00,7000000.00,0.00,0.00,0.00,0.00,0.00,1228000000.00,,,,,,,
netReceivables,796000000.00,806000000.00,852000000.00,909000000.00,868000000.00,1022000000.00,1050000000.00,884000000.00,861000000.00,744000000.00,677000000.00,556000000.00,611000000.00,507000000.00,665000000.00,660000000.00,824000000.00,887000000.00,942000000.00,1003000000.00,1193000000.00,1195000000.00,1001000000.00,1043000000.00,1033000000.00,995000000.00,882000000.00,834000000.00,692000000.00,607000000.00,591000000.00,504000000.00,,,,712000000.00
longTermDebt,1809000000.00,1808000000.00,1806000000.00,1806000000.00,1725000000.00,1725000000.00,1727000000.00,1726000000.00,1724000000.00,2216000000.00,2214000000.00,2463000000.00,2538000000.00,1800000000.00,1801000000.00,1799000000.00,1805000000.00,1804000000.00,1802000000.00,1801000000.00,1820000000.00,1916000000.00,1445000000.00,1388000000.00,1384000000.00,1418000000.00,1431000000.00,1424000000.00,1457000000.00,233000000.00,216000000.00,207000000.00,,,,313000000.00
inventory,2190000000.00,2400000000.00,2395000000.00,2427000000.00,2400000000.00,2556000000.00,2495000000.00,1956000000.00,1702000000.00,1547000000.00,1417000000.00,1398000000.00,1398000000.00,1419000000.00,1509000000.00,1644000000.00,1649000000.00,1767000000.00,1799000000.00,1644000000.00,1666000000.00,1668000000.00,1630000000.00,1453000000.00,1323000000.00,1287000000.00,1294000000.00,1160000000.00,1192000000.00,1166000000.00,1203000000.00,1172000000.00,,,,1501000000.00
accountsPayable,1472000000.00,1491000000.00,1489000000.00,1757000000.00,1590000000.00,1752000000.00,1645000000.00,1674000000.00,1482000000.00,1392000000.00,1284000000.00,1403000000.00,1360000000.00,1253000000.00,1276000000.00,1484000000.00,1418000000.00,1523000000.00,1503000000.00,1663000000.00,1711000000.00,1752000000.00,1813000000.00,1898000000.00,1618000000.00,1508000000.00,1434000000.00,1472000000.00,1252000000.00,1277000000.00,1261000000.00,1379000000.00,,,,1740000000.00
totalPermanentEquity,,,,,,,,,,,,,,,,,,,,,7285000000.00,7108000000.00,7517000000.00,0.00,8118000000.00,8199000000.00,8163000000.00,0.00,9126000000.00,,,,,,,
noncontrollingInterestInConsolidatedEntity,,,1606000000.00,1513000000.00,1521000000.00,1626000000.00,1678000000.00,1612000000.00,1583000000.00,1649000000.00,1625000000.00,1705000000.00,1624000000.00,1619000000.00,1536000000.00,1774000000.00,1871000000.00,1964000000.00,1926000000.00,2005000000.00,2069000000.00,2084000000.00,2149000000.00,2275000000.00,2256000000.00,2245000000.00,2287000000.00,2043000000.00,2146000000.00,,,,,,,
temporaryEquityRedeemableNoncontrollingInterests,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
accumulatedOtherComprehensiveIncome,-3547000000.00,-3394000000.00,-3655000000.00,-3578000000.00,-3644000000.00,-4255000000.00,-5074000000.00,-4626000000.00,-5928000000.00,-5687000000.00,-5878000000.00,-5653000000.00,-5547000000.00,-5280000000.00,-4898000000.00,-5004000000.00,-4849000000.00,-4705000000.00,-4834000000.00,-4565000000.00,-4740000000.00,-4967000000.00,-4530000000.00,-5185000000.00,-4033000000.00,-3803000000.00,-3800000000.00,-3761000000.00,-4478000000.00,-1456000000.00,-1457000000.00,-1600000000.00,,,,
additionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
commonStockTotalEquity,,,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,0.00,10229000000.00,11155000000.00,11042000000.00,,,,
preferredStockTotalEquity,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
retainedEarningsTotalEquity,,,-819000000.00,-570000000.00,-158000000.00,606000000.00,114000000.00,-315000000.00,96000000.00,-241000000.00,-550000000.00,-725000000.00,-721000000.00,-672000000.00,-476000000.00,-555000000.00,-252000000.00,-31000000.00,371000000.00,341000000.00,298000000.00,339000000.00,263000000.00,113000000.00,309000000.00,196000000.00,121000000.00,-104000000.00,0.00,,,,,,,
treasuryStock,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
accumulatedAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrrentAssetsOther,1438000000.00,1654000000.00,1431000000.00,1415000000.00,1467000000.00,1530000000.00,1675000000.00,1471000000.00,1387000000.00,1416000000.00,1402000000.00,1254000000.00,1372000000.00,1308000000.00,1228000000.00,1230000000.00,1377000000.00,1463000000.00,1480000000.00,1349000000.00,1615000000.00,1635000000.00,1701000000.00,1631000000.00,1745000000.00,1688000000.00,1680000000.00,1839000000.00,1804000000.00,2215000000.00,2138000000.00,2191000000.00,,,,
deferredLongTermAssetCharges,,,,,,,,,,,,,,,425000000.00,642000000.00,560000000.00,599000000.00,604000000.00,560000000.00,599000000.00,612000000.00,700000000.00,814000000.00,862000000.00,784000000.00,814000000.00,741000000.00,753000000.00,,,,,,,
nonCurrentAssetsTotal,9552000000.00,9458000000.00,9423000000.00,9533000000.00,9535000000.00,9846000000.00,10390000000.00,9977000000.00,9912000000.00,10237000000.00,10040000000.00,10344000000.00,10197000000.00,10121000000.00,10318000000.00,11110000000.00,11027000000.00,11531000000.00,11842000000.00,11804000000.00,11992000000.00,12237000000.00,12947000000.00,13209000000.00,13450000000.00,13346000000.00,13672000000.00,13553000000.00,13683000000.00,13988000000.00,13922000000.00,13847000000.00,,,,
capitalLeaseObligations,,,,59000000.00,,,,64000000.00,,,,82000000.00,,,,100000000.00,,,,,,,,,,,,,,,,,,,,
longTermDebtTotal,1809000000.00,1808000000.00,1806000000.00,1806000000.00,1725000000.00,1725000000.00,1727000000.00,1726000000.00,1724000000.00,2216000000.00,2214000000.00,2463000000.00,2538000000.00,1800000000.00,1801000000.00,1799000000.00,1805000000.00,1804000000.00,1802000000.00,1801000000.00,1820000000.00,1916000000.00,1445000000.00,1388000000.00,1384000000.00,1418000000.00,1431000000.00,1424000000.00,1457000000.00,,,,,,,
nonCurrentLiabilitiesOther,538000000.00,514000000.00,527000000.00,486000000.00,442000000.00,502000000.00,601000000.00,599000000.00,524000000.00,550000000.00,558000000.00,3363000000.00,3422000000.00,332000000.00,332000000.00,58000000.00,338000000.00,340000000.00,3324000000.00,3341000000.00,3209000000.00,3658000000.00,4443000000.00,4625000000.00,3994000000.00,4088000000.00,4217000000.00,4195000000.00,3902000000.00,,,,,,,
nonCurrentLiabilitiesTotal,5201000000.00,5074000000.00,5288000000.00,5207000000.00,5039000000.00,5181000000.00,6265000000.00,5531000000.00,5807000000.00,6349000000.00,6837000000.00,7112000000.00,6928000000.00,5735000000.00,5617000000.00,6221000000.00,5805000000.00,5959000000.00,6070000000.00,5625000000.00,5896000000.00,6397000000.00,6603000000.00,7400000000.00,6370000000.00,6122000000.00,6290000000.00,6202000000.00,5973000000.00,2382000000.00,2389000000.00,2496000000.00,,,,
negativeGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferredStockRedeemable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capitalSurpluse,9179000000.00,9173000000.00,9162000000.00,9183000000.00,9171000000.00,9313000000.00,9537000000.00,9577000000.00,9708000000.00,9695000000.00,9674000000.00,9663000000.00,9661000000.00,9655000000.00,9647000000.00,9639000000.00,9638000000.00,9629000000.00,9618000000.00,9611000000.00,9656000000.00,9650000000.00,9633000000.00,9590000000.00,9584000000.00,9559000000.00,9553000000.00,9531000000.00,,,,,,,,
liabilitiesAndStockholdersEquity,13917000000.00,14128000000.00,14369000000.00,14783000000.00,14885000000.00,15709000000.00,15988000000.00,15003000000.00,14197000000.00,14438000000.00,14931000000.00,14864000000.00,14223000000.00,13300000000.00,13651000000.00,14640000000.00,14670000000.00,15349000000.00,15956000000.00,15938000000.00,16185000000.00,16518000000.00,17096000000.00,17447000000.00,17254000000.00,16929000000.00,17076000000.00,16734000000.00,17305000000.00,16374000000.00,16403000000.00,16413000000.00,,,,
cashAndShortTermInvestments,926000000.00,990000000.00,1138000000.00,1363000000.00,1432000000.00,1638000000.00,1554000000.00,1814000000.00,1452000000.00,1652000000.00,2544000000.00,1607000000.00,1736000000.00,965000000.00,829000000.00,879000000.00,841000000.00,834000000.00,1017000000.00,1113000000.00,1022000000.00,1089000000.00,1196000000.00,1358000000.00,1119000000.00,954000000.00,804000000.00,853000000.00,241000000.00,332000000.00,359000000.00,557000000.00,,,,
propertyPlantAndEquipmentGross,,,19649000000.00,,19019000000.00,19647000000.00,20445000000.00,,20111000000.00,6976000000.00,6930000000.00,7190000000.00,7250000000.00,7289000000.00,7160000000.00,7916000000.00,7929000000.00,8273000000.00,8328000000.00,8327000000.00,8355000000.00,8556000000.00,9034000000.00,9138000000.00,9282000000.00,9237000000.00,9434000000.00,9325000000.00,9609000000.00,9569000000.00,9519000000.00,9390000000.00,,,,
propertyPlantAndEquipmentNet,6532000000.00,6445000000.00,6426000000.00,6493000000.00,6254000000.00,6457000000.00,6824000000.00,6623000000.00,6679000000.00,6976000000.00,6930000000.00,7190000000.00,7250000000.00,7289000000.00,7160000000.00,7916000000.00,7929000000.00,8273000000.00,8328000000.00,8327000000.00,8355000000.00,8556000000.00,9034000000.00,9138000000.00,9282000000.00,9237000000.00,9428000000.00,9325000000.00,9609000000.00,9569000000.00,9519000000.00,9390000000.00,,,,
accumulatedDepreciation,,,-13223000000.00,,-12765000000.00,-13190000000.00,-13621000000.00,,-13432000000.00,-13575000000.00,-13269000000.00,,-13811000000.00,-13588000000.00,-13021000000.00,,-13527000000.00,-13853000000.00,-13687000000.00,,-13484000000.00,-13523000000.00,-13803000000.00,,-13971000000.00,-13734000000.00,-13642000000.00,,-13536000000.00,,,,,,,
netWorkingCapital,1741000000.00,2074000000.00,2161000000.00,2246000000.00,2396000000.00,2627000000.00,2132000000.00,1803000000.00,1356000000.00,1530000000.00,1670000000.00,1759000000.00,1750000000.00,938000000.00,1110000000.00,,,,,,,,,,,,,,,,,,,,,
netInvestedCapital,6319000000.00,6651000000.00,6497000000.00,6865000000.00,7097000000.00,7392000000.00,6307000000.00,6365000000.00,5603000000.00,5986000000.00,6207000000.00,5776000000.00,5935000000.00,5506000000.00,6077000000.00,,,,,,,,,,,,,,,,,,,,,
