,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31
date,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31
filing_date,2023-10-27,2023-07-28,2023-05-05,2023-02-17,2022-11-04,2022-07-29,2022-05-06,2022-02-18,2021-10-29,2021-07-30,2021-05-07,2021-02-19,2020-10-30,2020-07-31,2020-05-08,2020-02-14,2019-11-01,2019-08-02,2019-05-10,2019-02-15,2018-11-02,2018-08-03,2018-05-04,2018-02-23,2017-11-03,2017-08-04,2017-05-05,2017-03-03,2016-11-09,2016-08-05,2016-05-06,2016-02-26,2015-11-06,2015-07-31,2015-05-01,2015-02-13,2014-11-07,2014-08-01,2014-05-01,2014-02-14,2013-11-08,2013-08-02,2013-05-03,2013-02-15,2012-11-02,2012-08-03,2012-05-04,2012-03-02,2011-11-04,2011-08-05,2011-05-06,2011-03-04,2010-11-05,2010-08-06,2010-05-07,2010-03-09,2009-11-06,2009-08-07,2009-05-11,2009-03-09,2008-11-10,2008-08-08,2008-05-08,2008-03-05,2007-11-09,2007-08-07,2007-05-07,2007-02-28,2006-11-08,2006-08-09,2006-05-09,2006-03-15,2005-11-09,2005-08-09,2005-05-13,2005-03-31,2004-11-12,2004-08-03,2004-05-13
currency_symbol,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,
totalAssets,15902689000.00,16157627000.00,16588224000.00,17038985000.00,17762129000.00,17579590000.00,16308906000.00,15073845000.00,12169584000.00,9060800000.00,8130859000.00,7660986000.00,6689218000.00,6390124000.00,6934650000.00,6239160000.00,5395634000.00,5601730000.00,4597725000.00,4612175000.00,4534260000.00,4204320000.00,3748768000.00,3625945000.00,3058177862.00,2935445368.00,2914427834.00,2970786246.00,2650220728.00,1916746481.00,1872420460.00,1827391944.00,1847430495.00,1833045973.00,1901690415.00,1880422590.00,1917155437.00,1902972869.00,1900310225.00,1877472482.00,1976560005.00,1933342583.00,1856950128.00,1701881280.00,1666978182.00,1690969525.00,1753500765.00,1776714330.00,1749448086.00,1763634233.00,1766684286.00,1731207928.00,1798000000.00,1821517810.00,1946563701.00,2060774772.00,2191883597.00,2302770048.00,2495754371.00,2579236489.00,2768697205.00,2902069766.00,2822290232.00,2901493534.00,2931272757.00,2921308320.00,2500892065.00,2204345211.00,1817013838.00,1662820528.00,1597557160.00,1396075357.00,1234819116.00,1205872607.00,1053956113.00,912295177.00,877981908.00,743274328.00,549413662.00
intangibleAssets,392203000.00,394410000.00,396634000.00,401471000.00,403886000.00,411534000.00,422036000.00,422734000.00,417283000.00,418653000.00,406980000.00,379974000.00,335235000.00,313288000.00,288954000.00,286420000.00,283688000.00,276648000.00,277639000.00,273770000.00,259401000.00,257021000.00,255732000.00,252608000.00,247875659.00,243083459.00,238931168.00,227742986.00,224297210.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earningAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherCurrentAssets,,,,,1466407000.00,-53037000.00,-404207186.00,-84318000.00,-12664000.00,-11084000.00,885581000.00,1184389000.00,741401000.00,,,5818122000.00,-5011000.00,-16986000.00,-1975000.00,-1287000.00,-97505000.00,-10162000.00,-3719000.00,-688000.00,-12613313.00,-5628805.00,-37030187.00,-1464732.00,-493412.00,-781782.00,28154683.00,586938.00,16976936.00,8741947.00,-10995.00,14345218.00,25802275.00,-358110.00,11163350.00,11379618.00,11487320.00,-25283.00,-458876.00,-24094.00,-363808.00,3657984.00,45576567.00,65704490.00,47085781.00,43692326.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalLiab,12662188000.00,12997986000.00,13430767000.00,13967106000.00,14808123000.00,14666594000.00,13536858000.00,12523861000.00,10034177000.00,7104033000.00,6460167000.00,6178301000.00,5365982000.00,5132348000.00,5708600000.00,4883133000.00,4197238000.00,4415752000.00,3520342000.00,3546609000.00,3567788000.00,3260808000.00,2860898000.00,2761389000.00,2212434653.00,2097463770.00,2154761951.00,2223748318.00,1924789186.00,1351073266.00,1311065949.00,1262301169.00,1281766484.00,1276823533.00,1350764213.00,1344967119.00,1382989035.00,1426381550.00,1432419929.00,1439876200.00,1538808285.00,1536118513.00,1493561108.00,1470620158.00,1454654049.00,1478576929.00,1572920385.00,1603653797.00,1551777935.00,1556574584.00,1547122455.00,1524792685.00,1563400000.00,1578443771.00,1843064999.00,1962140802.00,1968936188.00,2030828226.00,2209301930.00,2298241821.00,2309923896.00,2432890780.00,2386880349.00,2433376191.00,2441832729.00,2429478592.00,2129601561.00,1842765882.00,1463339824.00,1296901286.00,1235343086.00,1044775284.00,883200313.00,858696083.00,723690229.00,589292273.00,582061920.00,455010791.00,394567669.00
totalStockholderEquity,3104785000.00,3023708000.00,3021506000.00,2936996000.00,2820839000.00,2779477000.00,2638785000.00,2418122000.00,2008873000.00,1832858000.00,1528431000.00,1344371000.00,1193037000.00,1105906000.00,1076178000.00,1184610000.00,1028014000.00,1017019000.00,909243000.00,895238000.00,797313000.00,769999000.00,714606000.00,695825000.00,680501908.00,674579943.00,596936316.00,587140735.00,570619035.00,565673215.00,561354511.00,565090775.00,565664011.00,556222440.00,550926202.00,535455471.00,534166402.00,476591319.00,467890296.00,437596282.00,436787642.00,395288632.00,361453763.00,229329349.00,210392352.00,210459835.00,178647618.00,171126405.00,195736016.00,205124578.00,217626942.00,204415381.00,234600000.00,241135000.00,101559276.00,96693606.00,220949249.00,270002356.00,284570267.00,281005649.00,458951142.00,469178986.00,367879894.00,395263085.00,413077142.00,414231249.00,304453048.00,296111077.00,289524411.00,300164571.00,296620636.00,287608517.00,287802298.00,283709184.00,269483751.00,262753173.00,247344723.00,239547000.00,111218807.00
deferredLongTermLiab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherCurrentLiab,-517759000.00,-543048000.00,-3650876000.00,-3841814000.00,-706528000.00,-436736000.00,-585748000.00,-3758700000.00,,,,,,,-1495405000.00,-1324824000.00,-1038848000.00,-1300086000.00,-719842000.00,-812221000.00,-865514000.00,-621504000.00,-342263000.00,-229573000.00,-262426537.00,-221415453.00,-575876736.00,-622136790.00,-143060399.00,-212071941.00,-136926292.00,-81752135.00,-68463494.00,-272337195.00,-350375374.00,-128486200.00,-16106110.00,111696000.00,-76986533000.00,140800000.00,-76903733000.00,-76905233000.00,-76902233000.00,-76891333000.00,212991292.00,161141466.00,125115446.00,5637292.00,66133973.00,73495944.00,-76964433000.00,166063014.00,-76942533000.00,-77091073760.00,-77308513196.00,-77356989835.00,-77385315493.00,-77439504704.00,-77436644121.00,-76878033000.00,-76960133000.00,-76971533000.00,-76873933000.00,-76885133000.00,-76896033000.00,-76866633000.00,117400000.00,103300000.00,80264336.00,79373398.00,85000000.00,94200000.00,85300000.00,93200000.00,79200000.00,74600000.00,69200000.00,78000000.00,
commonStock,1885000.00,1831000.00,1838000.00,1782000.00,1715000.00,1685000.00,1602000.00,1514000.00,1430000.00,1417000.00,1337000.00,1232000.00,1159000.00,1122000.00,1106000.00,1097000.00,948000.00,942000.00,860000.00,840000.00,757000.00,686000.00,625000.00,617000.00,617026.00,613499.00,518502.00,514013.00,514013.00,513814.00,513814.00,509625.00,536132.00,536132.00,535937.00,531280.00,531280.00,531280.00,527870.00,517870.00,517870.00,457877.00,457178.00,339000.00,304000.00,304000.00,268037.00,267787.00,265287.00,264237.00,264237.00,257568.00,300000.00,257568.00,256668.00,256668.00,256668.00,256668.00,254218.00,254218.00,254316.00,250171.00,208855.00,207987.00,207367.00,204667.00,175098.00,173888.00,173235.00,172679.00,171128.00,170514.00,170295.00,168792.00,167411.00,164672.00,160225.00,154715.00,81996.00
capitalStock,635569000.00,635515000.00,635522000.00,635466000.00,635399000.00,635369000.00,635336000.00,557677000.00,363065000.00,224044000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retainedEarnings,104821000.00,107561000.00,107697000.00,97049000.00,79531000.00,83271000.00,75828000.00,62532000.00,10674000.00,-12084000.00,-35498000.00,-63442000.00,-120539000.00,-167165000.00,-177589000.00,-60920000.00,-65790000.00,-72321000.00,-74589000.00,-74133000.00,-78316000.00,-87128000.00,-88528000.00,-101926000.00,-112069714.00,-117379709.00,-118263597.00,-125134403.00,-137441120.00,-140103326.00,-142631782.00,-136118001.00,-133491962.00,-141187730.00,-144038797.00,-152483322.00,-150966676.00,-207803092.00,-212748410.00,-212231319.00,-209207115.00,-207260372.00,-205076703.00,-207558257.00,-203849948.00,-203130388.00,-216857715.00,-221015880.00,-193230327.00,-190784443.00,-180426093.00,-180689667.00,-139500000.00,-138130776.00,-267215160.00,-293585378.00,-159892614.00,-115754033.00,-67197038.00,-62939722.00,51338745.00,64362458.00,65591339.00,65665951.00,63050138.00,54997135.00,34157839.00,27732489.00,23262914.00,22281046.00,24871061.00,21452789.00,23177398.00,24418388.00,10761064.00,8813138.00,258703.00,-338428.00,-703373.00
otherLiab,,,,,363023000.00,338468000.00,264466000.00,339824000.00,322347000.00,216996000.00,194962000.00,191436000.00,181072000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodWill,92551000.00,93723000.00,94896000.00,96069000.00,97242000.00,98414000.00,99587000.00,100760000.00,101933000.00,103106000.00,104278000.00,105451000.00,106716000.00,108040000.00,109371000.00,110700000.00,112026000.00,113364000.00,114764000.00,116165000.00,117565000.00,118965000.00,120366000.00,121766000.00,123166816.00,119688979.00,96089432.00,97489884.00,99932986.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherAssets,14914840000.00,15217542000.00,15090621000.00,17024099900.00,17746850681.00,17564317293.00,1880222000.00,2587457000.00,11686921000.00,8742036000.00,7766353000.00,7216007000.00,6390298000.00,5897902000.00,6602949000.00,5828773000.00,5148323000.00,5289449000.00,4358456000.00,4335947000.00,4324097000.00,3978387000.00,3525854000.00,3399805000.00,-209567120138.00,-202615355632.00,-203325738166.00,-238567990754.00,-174111737272.00,-158740967693.00,-143707209651.00,-1825564552056.00,-114440555934.00,-129078853456.00,-106115033021.00,-1878542167410.00,-73493663169.00,-48723631709.00,-33587395158.00,1737673262.00,-65479108946.00,-51399735370.00,-79779335125.00,-1700179398720.00,-42975649549.00,-66710473523.00,-56235486932.00,-1774937615670.00,-62095888853.00,-45101305222.00,-69947812970.00,-1729476720072.00,-27251885000.00,-21426903323.00,-90179981566.00,-2058713997228.00,-25323170364.00,-27496965755.00,-12155862021.00,-2576657252511.00,-24150569004.00,-53768463020.00,-22245061960.00,-2898592040466.00,-11752198634.00,-7069521304.00,-5634512968.00,-2202140865789.00,-30735896017.00,1609725979.00,-31571719580.00,-1394679281643.00,1135681098.00,1026798506.00,924431045.00,-911382881823.00,753097344.00,628942213.00,429627220.00
cash,895298000.00,846362000.00,774544000.00,534357000.00,389651000.00,341991000.00,350814000.00,404580000.00,380730000.00,215658000.00,260228000.00,339528000.00,192204000.00,384182000.00,222330000.00,299687000.00,135285000.00,198917000.00,124505000.00,160063000.00,92598000.00,106968000.00,102548000.00,104374000.00,84751397.00,80759389.00,104843232.00,138645430.00,71613974.00,160177704.00,145132766.00,188708687.00,115612829.00,130063658.00,105434483.00,50417745.00,72874163.00,47813740.00,32704172.00,60389552.00,64658561.00,50712074.00,77964567.00,29188889.00,40848637.00,64281810.00,53455266.00,55236479.00,59352275.00,42396026.00,67144569.00,101124564.00,26300000.00,22123807.00,56093924.00,64624275.00,27264044.00,29517467.00,14212369.00,832041.00,22860628.00,46195338.00,12961360.00,22219541.00,14405394.00,9946584.00,8106495.00,7756857.00,8508391.00,6386148.00,5786181.00,19427309.00,15283852.00,103107951.00,29271330.00,6401701.00,16650785.00,6166645.00,5329340.00
cashAndEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCurrentLiabilities,517759000.00,543048000.00,3650876000.00,3841814000.00,706528000.00,436736000.00,585748000.00,722879000.00,652958000.00,465450000.00,549734000.00,2234883000.00,1449940000.00,1235613000.00,351068000.00,353464000.00,346916000.00,321592000.00,312653000.00,323406000.00,304072000.00,289000000.00,283800000.00,299000000.00,299900000.00,284400000.00,279200000.00,284500000.00,288000000.00,47100000.00,47000000.00,54500000.00,54000000.00,50400000.00,47600000.00,51900000.00,55200000.00,133900000.00,136600000.00,140800000.00,219400000.00,217900000.00,220900000.00,231800000.00,236600000.00,231000000.00,212500000.00,167200000.00,166500000.00,160700000.00,158700000.00,183500000.00,183800000.00,178200000.00,186800000.00,184800000.00,172200000.00,172000000.00,229600000.00,245100000.00,163000000.00,151600000.00,249200000.00,238000000.00,227100000.00,256500000.00,117400000.00,103300000.00,101100000.00,94500000.00,85000000.00,94200000.00,85300000.00,93200000.00,79200000.00,74600000.00,69200000.00,78000000.00,
currentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77123133000.00,77123133000.00,,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,77123133000.00,,,,,,,,,,,,,
netDebt,8500804000.00,8621908000.00,12219071000.00,12966205000.00,10061373000.00,9751622000.00,9021246000.00,11652121000.00,6490803000.00,4982884000.00,4177852000.00,5485136000.00,4844233000.00,4434251000.00,5203627000.00,4322251000.00,3802968000.00,3971906000.00,3174928000.00,3154806000.00,3263271000.00,2960133000.00,2579956000.00,2426862000.00,1923693544.00,1808821069.00,1857536527.00,1879472628.00,1669176797.00,1111235170.00,1076900974.00,984480233.00,1060993187.00,1059609731.00,1167735093.00,1209591223.00,1223584166.00,1227670149.00,982240065.00,1059275860.00,1150934642.00,1222127214.00,1201015071.00,1134739813.00,1151958022.00,1128043340.00,1364575513.00,1383144094.00,1327863873.00,1357105100.00,1322474068.00,170329382.00,1353300000.00,1378245546.00,1599949961.00,1712037537.00,1768159867.00,1826882812.00,1921264275.00,1991587396.00,1972184027.00,2036337094.00,2007095690.00,2001004797.00,1540118361.00,1571163174.00,1499473865.00,1417375678.00,972465297.00,1007038289.00,914537234.00,581240068.00,459054553.00,427700913.00,385988670.00,167956816.00,185106130.00,141412019.00,126963101.00
shortTermDebt,517759000.00,543048000.00,3650876000.00,3841814000.00,706528000.00,436736000.00,585748000.00,4481579000.00,652958000.00,465450000.00,549734000.00,2234883000.00,1449940000.00,1235613000.00,1846473000.00,1678288000.00,1385764000.00,1621678000.00,1032495000.00,1135627000.00,1169586000.00,910504000.00,626063000.00,528573000.00,562326537.00,505815453.00,855076736.00,906636790.00,431060399.00,259171941.00,183926292.00,136252135.00,122463494.00,322737195.00,397975374.00,180386200.00,71306110.00,22204000.00,,,,,,,-77123133000.00,69858534.00,193750554.00,161562708.00,100366027.00,87204056.00,,-77123133000.00,,144647708.00,370972817.00,416659206.00,433518566.00,483626353.00,542876161.00,,,,,,,,,,20835664.00,15126602.00,,,,,,,,,
shortLongTermDebt,517759000.00,543048000.00,3650876000.00,418123000.00,706528000.00,436736000.00,585748000.00,722879000.00,652958000.00,465450000.00,549734000.00,2234883000.00,1449940000.00,1235613000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shortLongTermDebtTotal,9396102000.00,9468270000.00,12993615000.00,13500562000.00,10451024000.00,10093613000.00,9372060000.00,12056701000.00,6871533000.00,5198542000.00,4438080000.00,5824664000.00,5036437000.00,4818433000.00,5425957000.00,4621938000.00,3938253000.00,4170823000.00,3299433000.00,3314869000.00,3355869000.00,3067101000.00,2682504000.00,2531236000.00,2008444941.00,1889580458.00,1962379759.00,2018118058.00,1740790771.00,1271412874.00,1222033740.00,1173188920.00,1176606016.00,1189673389.00,1273169576.00,1260008968.00,1296458329.00,1275483889.00,1014944237.00,1119665412.00,1215593203.00,1272839288.00,1278979638.00,1163928702.00,1192806659.00,1192325150.00,1418030779.00,1438380573.00,1387216148.00,1399501126.00,1389618637.00,271453946.00,1379600000.00,1400369353.00,1656043885.00,1776661812.00,1795423911.00,1856400279.00,1935476644.00,1992419437.00,1995044655.00,2082532432.00,2020057050.00,2023224338.00,1554523755.00,1581109758.00,1507580360.00,1425132535.00,980973688.00,1013424437.00,920323415.00,600667377.00,474338405.00,530808864.00,415260000.00,174358517.00,201756915.00,147578664.00,132292441.00
otherStockholderEquity,2998079000.00,2914316000.00,2278287000.00,2204481000.00,2105909000.00,2060837000.00,1927621000.00,1797913000.00,1635134000.00,1620898000.00,1473120000.00,1317109000.00,1222945000.00,1182449000.00,1163161000.00,1154932000.00,1003355000.00,998897000.00,893471000.00,879029000.00,785364000.00,766933000.00,713001000.00,707450000.00,702240622.00,701397021.00,624585307.00,621931995.00,619179982.00,618403101.00,617921438.00,616244196.00,615665587.00,615202274.00,614467267.00,612779858.00,612479050.00,614788753.00,613543345.00,606892329.00,606724394.00,565741671.00,565178510.00,476110306.00,456990306.00,456990306.00,439011179.00,439578543.00,441511995.00,443829013.00,443985010.00,440016797.00,443800000.00,443663021.00,443353421.00,443353421.00,443353421.00,442710170.00,440760957.00,440297825.00,439944484.00,435569373.00,365647329.00,358352775.00,352769910.00,342702825.00,270151246.00,266014383.00,264882898.00,267507331.00,265549180.00,266386267.00,266025383.00,262272544.00,258997497.00,254427982.00,247968777.00,241341916.00,112215649.00
propertyPlantEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCurrentAssets,895298000.00,846362000.00,774544000.00,14789031.00,15181077.00,15174293.00,14329097000.00,12385628000.00,380730000.00,215658000.00,260228000.00,339528000.00,192204000.00,384182000.00,222330000.00,6128460000.00,135285000.00,198917000.00,124505000.00,160063000.00,92598000.00,106968000.00,102548000.00,104374000.00,89458482.00,85861822.00,110150734.00,144048893.00,76828972.00,160618624.00,174134526.00,199399920.00,133911405.00,142128239.00,107992981.00,67299187.00,101833862.00,50619211.00,46925061.00,109182880.00,78945892.00,53223599.00,81517303.00,32741625.00,44401373.00,68146362.00,99171634.00,121597259.00,107014589.00,88082999.00,71489182000.00,104422982000.00,27357185000.00,23182596000.00,92025847000.00,64624275000.00,27381623000.00,29664440000.00,14506315000.00,832041000.00,26828906000.00,56307097000.00,24807403000.00,22219541000.00,14405394000.00,9946584000.00,8106495000.00,7756857000.00,32505399000.00,6386148.00,33141921000.00,19427309000.00,48910947.00,141091026.00,72623239.00,6401701000.00,66547966.00,60249380.00,62557891.00
longTermInvestments,217967000.00,228016000.00,231529000.00,235677000.00,241865000.00,250541000.00,258532000.00,230160000.00,204581000.00,200949000.00,197266000.00,169798000.00,200582000.00,184010000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netTangibleAssets,,,,,2089913000.00,2047379000.00,1905464000.00,1761199000.00,1545305000.00,1507125000.00,1334681000.00,1149448000.00,996849000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shortTermInvestments,,,,14254674.00,14791426.00,14832302.00,13978283000.00,11981048000.00,8993790000.00,,,,,,,,,,,,,,,,4707085.00,5102433.00,5307502.00,5403463.00,5214998.00,440920.00,411525.00,2022030.00,646682.00,823050.00,2558498.00,2499709.00,2529104.00,2805471.00,2776077.00,37315652.00,2746682.00,2511525.00,3552736.00,3552736.00,3552736000.00,3864552000.00,4276368000.00,4276368000.00,4276368000.00,4246973000.00,4344613000.00,3298418000.00,1088184000.00,1058789000.00,35931923000.00,,117579000.00,146973000.00,293946000.00,,3968278000.00,10111759000.00,11846043000.00,,,,,,23997008000.00,,27355740000.00,,33627095.00,37983075.00,43351909.00,,49897181.00,54082735.00,57228551.00
