,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31
changeToAccountReceivables,,,,,,,,,,,,6410000.00,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1566000.00,0.00,-848000.00,-718000.00,0.00,0.00,0.00,0.00,
salePurchaseOfStock,0.00,-4600000.00,,,,103393000.00,2874000.00,451382000.00,,133473000.00,623930000.00,,,,365638000.00,,,,,,0.00,0.00,0.00,-10681000.00,0.00,0.00,-10669000.00,-37020000.00,-1297000.00,-1078000.00,-358000.00,-45635000.00,0.00,-2331000.00,3921000.00,77712000.00,0.00,0.00,0.00,1095587000.00,255792000.00,243000000.00,0.00,-432000.00,165850000.00,139434000.00,29123000.00,
otherCashflowsFromFinancingActivities,27009000.00,-3006000.00,12365000.00,40533000.00,103534000.00,186254000.00,37241000.00,-3363000.00,406723000.00,-1184000.00,-7975000.00,14437000.00,120428000.00,36077000.00,-1271000.00,377677000.00,135788000.00,227070000.00,276279000.00,175147000.00,98515000.00,311907000.00,54350000.00,389042000.00,156234000.00,284382000.00,348077000.00,-38362000.00,1456596000.00,-2598000.00,-1448000.00,340887000.00,286023000.00,350264000.00,200232000.00,755380000.00,787417000.00,332319000.00,187698000.00,-6640000.00,-884000.00,-107270000.00,326903000.00,-52203000.00,48337000.00,-58193000.00,52918000.00,
changeToNetincome,,21132000.00,27592000.00,20140000.00,20158000.00,8467000.00,-2025000.00,1260000.00,6795000.00,-5275000.00,-2719000.00,-1495000.00,-672000.00,357000.00,27342000.00,482000.00,479000.00,427000.00,492000.00,324000.00,329000.00,215000.00,234000.00,977000.00,177000.00,97000.00,98000.00,-36000.00,-56150000.00,4912000.00,-25087000.00,58138000.00,-32398000.00,88882000.00,53837000.00,-174743000.00,27392000.00,-53006000.00,3072000.00,18389000.00,-6298000.00,-2038000.00,534000.00,233000.00,135000.00,67000.00,,
capitalExpenditures,0,0,0,0,0,0,0,58000,60000,0,0,31000,6000,10000,227000,100000,1334000,252000,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,28000,6000,56000,607000,2239000,192000,52000,31000,10000,0,0,0,0,62000,0,
changeReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-848000.00,-718000.00,-875000.00,-291000.00,-59000.00,-518000.00,
cashFlowsOtherOperating,,-7090000.00,-8617000.00,-7843000.00,-7901000.00,-5886000.00,3956000.00,-1817000.00,-7382000.00,-6669000.00,-2677000.00,-6042000.00,-4613000.00,-3346000.00,-1343000.00,-2130000.00,-1202000.00,-1409000.00,-1694000.00,395000.00,906000.00,-1297000.00,194000.00,-542000.00,-286000.00,-1119000.00,-587000.00,460000.00,-1151000.00,-3087000.00,41280000.00,-1040000.00,-2219000.00,-663000.00,59120000.00,-44655000.00,-5360000.00,-2674000.00,-1378000.00,1118000.00,-3677000.00,-117000.00,323000.00,-101000.00,920000.00,-1410000.00,-24000.00,
exchangeRateChanges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cashAndCashEquivalentsChanges,,-11161000.00,12486000.00,63981000.00,51672000.00,11866000.00,-36856000.00,34828000.00,-59884000.00,-22273000.00,23168000.00,-6519000.00,8308000.00,-1890000.00,69242000.00,-696000.00,737000.00,-7599000.00,1725000.00,6055000.00,-11000.00,-156000.00,-23142000.00,98000.00,22522000.00,-38677000.00,-2870000.00,5502000.00,35457000.00,147000.00,-2831000.00,-1404000.00,2294000.00,-900000.00,-7546000.00,5103000.00,-8704000.00,-10250000.00,10302000.00,7547000.00,-27682000.00,17685000.00,-840000.00,-593000.00,-63472000.00,82869000.00,3346000.00,
changeInWorkingCapital,-4336000.00,-6065000.00,-8641000.00,-6452000.00,-6248000.00,-4487000.00,2099000.00,-824000.00,-7025000.00,-4967000.00,-3531000.00,-3948000.00,-5458000.00,-4412000.00,-1688000.00,-2409000.00,-1026000.00,-508000.00,-2699000.00,591000.00,654000.00,-1006000.00,510000.00,-107000.00,197000.00,-977000.00,-652000.00,72000.00,4428000.00,4841000.00,33937000.00,-625000.00,3088000.00,1528000.00,58748000.00,-41779000.00,-7667000.00,-3823000.00,-2886000.00,-4213000.00,4396000.00,-502000.00,327000.00,-202142000.00,1265000.00,-436000.00,-797000.00,
stockBasedCompensation,985000.00,1005000.00,960000.00,738000.00,673000.00,699000.00,766000.00,494000.00,428000.00,497000.00,521000.00,383000.00,366000.00,365000.00,225000.00,482000.00,479000.00,427000.00,492000.00,324000.00,329000.00,215000.00,234000.00,209000.00,177000.00,97000.00,98000.00,110000.00,-67000.00,107000.00,162000.00,173000.00,248000.00,215000.00,199000.00,162000.00,252000.00,261000.00,264000.00,150000.00,139000.00,99000.00,136000.00,,135000.00,,,
otherNonCashItems,950000.00,19159000.00,24397000.00,18670000.00,17846000.00,6948000.00,-2851000.00,481000.00,7144000.00,-3288000.00,434000.00,54000.00,-4215000.00,4181000.00,-124000.00,291000.00,-153000.00,-314000.00,399000.00,-4000.00,-776000.00,-82000.00,-367000.00,327000.00,-580000.00,1004000.00,279000.00,-550000.00,-48563000.00,-533000.00,-22294000.00,60018000.00,-34671000.00,83693000.00,57273000.00,-177957000.00,32854000.00,-53620000.00,6156000.00,21890000.00,-8901000.00,-2068000.00,97000.00,690000.00,171000.00,126000.00,-57000.00,
freeCashFlow,13546000.00,11900000.00,11256000.00,15090000.00,12915000.00,12937000.00,16215000.00,18012000.00,10439000.00,9857000.00,9924000.00,8987000.00,8575000.00,5886000.00,8040000.00,7476000.00,7207000.00,9546000.00,6789000.00,10930000.00,10163000.00,8430000.00,9695000.00,7380000.00,10852000.00,6837000.00,6203000.00,8353000.00,-33235000.00,15612000.00,17808000.00,71033000.00,-18443000.00,97431000.00,125498000.00,-210421000.00,26983000.00,-50200000.00,7634000.00,20127000.00,3256000.00,794000.00,1641000.00,1641000.00,1017000.00,-485000.00,-221000.00,
researchDevelopment,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
effectOfAccountingCharges,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
incomeBeforeTax,9168000.00,-2244000.00,-6329000.00,3173000.00,649000.00,10129000.00,16306000.00,17284000.00,9951000.00,18023000.00,15925000.00,14409000.00,15109000.00,9928000.00,-17254000.00,9843000.00,9053000.00,9973000.00,8639000.00,10061000.00,10193000.00,9389000.00,9399000.00,6212000.00,11112000.00,6740000.00,6546000.00,8783000.00,7840000.00,7295000.00,5677000.00,11631000.00,12941000.00,12023000.00,8653000.00,9841000.00,2929000.00,6721000.00,4081000.00,2222000.00,8127000.00,3265000.00,1081000.00,1081000.00,-554000.00,-175000.00,508000.00,
minorityInterest,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,25000.00,0.00,-25000.00,25000.00,656000.00,1299000.00,1288000.00,1289000.00,2175000.00,2331000.00,2296000.00,2233000.00,220000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
sellingGeneralAdministrative,2373000.00,3147000.00,2417000.00,2913000.00,2427000.00,2383000.00,2447000.00,1974000.00,1892000.00,1983000.00,1909000.00,1698000.00,1771000.00,1997000.00,1919000.00,1799000.00,1836000.00,1800000.00,1779000.00,1838000.00,1722000.00,1619000.00,1698000.00,1838000.00,1710000.00,1589000.00,1590000.00,1726000.00,1550000.00,1346000.00,7131000.00,6993000.00,8588000.00,8007000.00,7533000.00,8410000.00,8141000.00,8110000.00,7240000.00,6200000.00,4275000.00,1316000.00,2479000.00,1041000.00,788000.00,654000.00,102000.00,
sellingAndMarketingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257000.00,727000.00,,
grossProfit,20176000.00,4863000.00,-131000.00,-22159000.00,7786000.00,17378000.00,20308000.00,11553000.00,15498000.00,23490000.00,21186000.00,-17106000.00,19366000.00,13231000.00,-12659000.00,-1402000.00,13009000.00,14557000.00,14103000.00,14526000.00,13984000.00,13636000.00,13137000.00,10872000.00,14726000.00,10411000.00,10339000.00,12610000.00,11758000.00,10514000.00,10494000.00,20940000.00,17877000.00,16272000.00,13234000.00,20774000.00,8191000.00,11723000.00,9856000.00,6697000.00,9118000.00,6845000.00,1136000.00,3515000.00,1491000.00,1206000.00,610000.00,
reconciledDepreciation,,,,-776000.00,-354000.00,-253000.00,2220000.00,9895000.00,7111000.00,4491000.00,2232000.00,224000.00,223000.00,224000.00,221000.00,219000.00,206000.00,188000.00,54000.00,,,,,,,,,,55000.00,57000.00,55000.00,55000.00,55000.00,55000.00,54000.00,62000.00,36000.00,33000.00,29000.00,29000.00,,,,,,,,
ebit,,32097000.00,-29328000.00,25317000.00,19011000.00,23857000.00,28319000.00,-68697000.00,13899000.00,21680000.00,19244000.00,25908000.00,26984000.00,22970000.00,-1720000.00,24887000.00,24177000.00,26648000.00,24379000.00,38596000.00,10193000.00,9389000.00,9399000.00,30432000.00,11058000.00,6713000.00,6478000.00,19192000.00,27621000.00,17111000.00,12913000.00,18212000.00,19317000.00,18428000.00,16598000.00,18043000.00,12794000.00,15314000.00,10838000.00,7596000.00,9127000.00,3265000.00,221000.00,-2548000.00,-2045000.00,-175000.00,508000.00,
ebitda,17803000.00,2199000.00,3026000.00,24541000.00,19011000.00,23604000.00,28319000.00,31462000.00,22620000.00,29115000.00,28064000.00,26132000.00,27207000.00,23194000.00,-1499000.00,25106000.00,24383000.00,26836000.00,24433000.00,26419000.00,26571000.00,25357000.00,23698000.00,20560000.00,24937000.00,18972000.00,17309000.00,19025000.00,27676000.00,17168000.00,12968000.00,18267000.00,19372000.00,18483000.00,16652000.00,18105000.00,12830000.00,15347000.00,10867000.00,7625000.00,11768000.00,6643000.00,1081000.00,,-554000.00,-175000.00,508000.00,
depreciationAndAmortization,,,32354000.00,-776000.00,-354000.00,-253000.00,2220000.00,9895000.00,8721000.00,7435000.00,8820000.00,224000.00,223000.00,224000.00,221000.00,219000.00,206000.00,188000.00,54000.00,-12177000.00,,,,-9872000.00,13879000.00,12259000.00,10831000.00,-167000.00,55000.00,57000.00,55000.00,55000.00,55000.00,55000.00,54000.00,62000.00,36000.00,33000.00,29000.00,29000.00,2641000.00,,860000.00,,,,,
nonOperatingIncomeNetOther,,,,,,,2197000.00,,,,,,,,,,,,,,,,,-768000.00,,,,,,,,,,,,,,,,-1145000.00,5185000.00,2137000.00,,,,,,
operatingIncome,17803000.00,2199000.00,-29328000.00,25317000.00,19011000.00,23857000.00,28319000.00,31462000.00,13899000.00,21680000.00,19244000.00,38012000.00,17768000.00,15610000.00,-14430000.00,47895000.00,11462000.00,12996000.00,12505000.00,38596000.00,26571000.00,25357000.00,23698000.00,30432000.00,11058000.00,6713000.00,6478000.00,30451000.00,7679000.00,7292000.00,8204000.00,-39247000.00,15384000.00,14445000.00,11194000.00,-19514000.00,7259000.00,10957000.00,8278000.00,26251000.00,9127000.00,6643000.00,221000.00,-2548000.00,-554000.00,-175000.00,508000.00,
otherOperatingExpenses,6080000.00,22791000.00,23475000.00,25479000.00,2427000.00,7249000.00,2447000.00,1974000.00,13305000.00,1851000.00,1979000.00,44684000.00,4606000.00,2372000.00,35564000.00,29364000.00,8385000.00,8679000.00,1652000.00,1837000.00,1722000.00,1619000.00,1698000.00,1838000.00,1710000.00,1589000.00,1590000.00,1726000.00,1550000.00,1346000.00,6802000.00,6993000.00,8532000.00,7686000.00,7243000.00,8410000.00,7776000.00,8214000.00,7165000.00,12335000.00,3950000.00,1316000.00,2139000.00,0.00,2443000.00,1734000.00,441000.00,
interestExpense,-29745000.00,26951000.00,22999000.00,22144000.00,18362000.00,13475000.00,12013000.00,14180000.00,12669000.00,11092000.00,12139000.00,11499000.00,11875000.00,13042000.00,15534000.00,15044000.00,15124000.00,16675000.00,15740000.00,16357000.00,16378000.00,15968000.00,14299000.00,14348000.00,13825000.00,12232000.00,10788000.00,10898000.00,9018000.00,8415000.00,8525000.00,8756000.00,8707000.00,8701000.00,10178000.00,8422000.00,9865000.00,8593000.00,6757000.00,5374000.00,3641000.00,3378000.00,2342000.00,3629000.00,398000.00,353000.00,339000.00,
taxProvision,-16000.00,-46000.00,110000.00,264000.00,5000.00,98000.00,105000.00,129000.00,0.00,408000.00,185000.00,2000.00,181000.00,160000.00,9000.00,183000.00,19000.00,218000.00,96000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interestIncome,52819000.00,51941000.00,49500000.00,52552000.00,45633000.00,38621000.00,33364000.00,38044000.00,34023000.00,30859000.00,30704000.00,29144000.00,30626000.00,29835000.00,31448000.00,28536000.00,28269000.00,29993000.00,27986000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netInterestIncome,23074000.00,24990000.00,26501000.00,30408000.00,27271000.00,25146000.00,21351000.00,23864000.00,21354000.00,19767000.00,18565000.00,17645000.00,18751000.00,16793000.00,15914000.00,13492000.00,13145000.00,13318000.00,12246000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extraordinaryItems,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14417000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
nonRecurring,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
otherItems,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
incomeTaxExpense,-16000.00,-46000.00,110000.00,264000.00,5000.00,98000.00,105000.00,130000.00,13899000.00,408000.00,185000.00,2000.00,181000.00,160000.00,9000.00,183000.00,19000.00,218000.00,96000.00,43000.00,236000.00,86000.00,81000.00,29000.00,54000.00,27000.00,68000.00,62000.00,161000.00,3000.00,-748000.00,579000.00,1231000.00,760000.00,-642000.00,721000.00,-1173000.00,83000.00,-674000.00,-320000.00,496000.00,0.00,-1081000.00,0.00,554000.00,0.00,0.00,
totalRevenue,23883000.00,24990000.00,20888000.00,30408000.00,27271000.00,25146000.00,26220000.00,30111000.00,27204000.00,23531000.00,21223000.00,21206000.00,22364000.00,13984000.00,21134000.00,21580000.00,19847000.00,21675000.00,14157000.00,14525000.00,13984000.00,13636000.00,13137000.00,10872000.00,14726000.00,10411000.00,10339000.00,12610000.00,11758000.00,10514000.00,14778000.00,20940000.00,23798000.00,21706000.00,17871000.00,20774000.00,12895000.00,16233000.00,13877000.00,12153000.00,11399000.00,6845000.00,2226000.00,2226000.00,1889000.00,1559000.00,949000.00,
totalOperatingExpenses,2373000.00,2664000.00,2456000.00,25479000.00,2427000.00,2383000.00,2447000.00,1974000.00,1892000.00,1983000.00,1909000.00,1698000.00,1771000.00,1997000.00,1919000.00,1800000.00,1836000.00,1800000.00,1779000.00,1838000.00,1722000.00,1619000.00,1698000.00,1838000.00,1710000.00,1589000.00,1590000.00,1726000.00,1550000.00,1346000.00,7131000.00,6993000.00,8588000.00,8007000.00,7533000.00,8410000.00,8141000.00,8110000.00,7240000.00,6200000.00,4275000.00,1316000.00,1049000.00,4000000.00,2045000.00,1381000.00,102000.00,
costOfRevenue,3707000.00,20127000.00,21019000.00,52567000.00,19485000.00,7768000.00,5912000.00,18558000.00,11706000.00,41000.00,37000.00,38312000.00,2998000.00,753000.00,33793000.00,22982000.00,6838000.00,7118000.00,54000.00,-1000.00,3792000.00,4246000.00,3738000.00,3892000.00,3614000.00,3671000.00,3793000.00,3827000.00,3918000.00,3219000.00,4284000.00,3361000.00,5921000.00,5434000.00,4637000.00,10930000.00,4704000.00,4510000.00,4021000.00,5456000.00,2281000.00,3581000.00,1090000.00,2235000.00,398000.00,353000.00,339000.00,
totalOtherIncomeExpenseNet,-8635000.00,-4443000.00,22999000.00,-22144000.00,-18362000.00,-13728000.00,-12013000.00,-14180000.00,9951000.00,18023000.00,15925000.00,14409000.00,15109000.00,9928000.00,-17254000.00,9843000.00,9053000.00,9973000.00,8639000.00,10062000.00,10193000.00,9389000.00,9399000.00,6212000.00,11112000.00,6740000.00,6546000.00,8783000.00,7840000.00,7295000.00,5677000.00,11631000.00,12941000.00,12023000.00,8653000.00,9841000.00,2929000.00,6721000.00,4081000.00,2222000.00,8127000.00,3265000.00,186000.00,0.00,0.00,0.00,508000.00,
discontinuedOperations,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-334000.00,1866000.00,2689000.00,0.00,6985000.00,0.00,0.00,0.00,1867000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
netIncomeFromContinuingOps,9184000.00,-2198000.00,-6439000.00,2909000.00,644000.00,10031000.00,16201000.00,17154000.00,9951000.00,17615000.00,15740000.00,14407000.00,14928000.00,9768000.00,-17263000.00,9660000.00,9034000.00,9755000.00,8543000.00,10018000.00,9957000.00,9303000.00,9318000.00,6183000.00,11058000.00,6713000.00,6478000.00,9055000.00,7679000.00,7292000.00,6425000.00,11052000.00,11710000.00,11263000.00,9295000.00,9121000.00,4102000.00,6638000.00,4755000.00,2543000.00,7631000.00,3265000.00,327000.00,1081000.00,-554000.00,-175000.00,508000.00,
netIncomeApplicableToCommonShares,,-2198000.00,-6439000.00,2909000.00,644000.00,10031000.00,16201000.00,17154000.00,9951000.00,17615000.00,15740000.00,14407000.00,14928000.00,9768000.00,-17263000.00,9660000.00,9034000.00,9755000.00,8543000.00,10018000.00,9957000.00,9303000.00,9318000.00,6183000.00,11058000.00,6713000.00,6453000.00,8065000.00,18442000.00,8693000.00,5136000.00,8877000.00,9379000.00,8967000.00,7062000.00,8901000.00,4102000.00,6638000.00,4755000.00,2543000.00,7631000.00,3265000.00,327000.00,1081000.00,-554000.00,-225000.00,-116000.00,
preferredStockAndOtherAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.00,52000.00,
