,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-03-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,2018-06-30
date,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-03-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,
filing_date,2023-11-07,2023-08-08,2023-05-09,2023-03-15,2022-11-08,2022-08-09,2022-03-31,2022-03-17,2021-09-30,2021-06-30,2021-03-31,2021-03-18,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,,2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
currency_symbol,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,
totalAssets,466900000.00,507302000.00,467672000.00,529168000.00,531759000.00,520463000.00,581886000.00,617972000.00,637979000.00,464386000.00,461705000.00,513692000.00,521526000.00,373842000.00,,137682000.00,,200839000.00,200839000.00,150558000.00,,1474500000.00,1415000000.00,1345100000.00,1336100000.00,1322700000.00,1307500000.00,1316900000.00,1921000000.00,2051800000.00,2234500000.00,2205100000.00,1764800000.00,1737400000.00,1716500000.00,1598200000.00,1611400000.00,1574200000.00,1568500000.00,1514700000.00,1535000000.00,1516200000.00,1499200000.00,1432900000.00,1428100000.00,1354600000.00,1250600000.00,1290100000.00,1296900000.00,1293300000.00,951800000.00,1063400000.00,1144200000.00,1574400000.00,2290000000.00,2340900000.00,2499700000.00,2697000000.00,2972300000.00,3722000000.00,3970500000.00,4001300000.00,2425671000.00,1814519000.00,
intangibleAssets,12358000.00,13536000.00,13586000.00,14360000.00,14598000.00,14575000.00,13851000.00,13582000.00,13316000.00,12010000.00,,10179000.00,,187477000.00,,8434000.00,,8419000.00,8419000.00,6674000.00,,81900000.00,85400000.00,89800000.00,94600000.00,94900000.00,99800000.00,105800000.00,520400000.00,525500000.00,528200000.00,537800000.00,360300000.00,365200000.00,370200000.00,374800000.00,380500000.00,386600000.00,393100000.00,398900000.00,405500000.00,262400000.00,263700000.00,270300000.00,273100000.00,249600000.00,,,26700000.00,,,3800000.00,3800000.00,143600000.00,144000000.00,140100000.00,,,,,,,,,
earningAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherCurrentAssets,21283000.00,22004000.00,27173000.00,28039000.00,18243000.00,12151000.00,18246000.00,17298000.00,14310000.00,12751000.00,10120000.00,1656000.00,12003000.00,10532000.00,,1743000.00,1478000.00,3237000.00,3237000.00,180000.00,,51900000.00,36600000.00,38800000.00,30100000.00,33000000.00,42900000.00,45800000.00,42600000.00,33700000.00,33400000.00,37400000.00,32500000.00,30500000.00,32300000.00,37300000.00,46400000.00,53200000.00,47200000.00,44100000.00,33400000.00,34900000.00,34200000.00,35600000.00,41700000.00,61500000.00,42000000.00,76800000.00,48600000.00,44700000.00,54200000.00,75700000.00,171100000.00,167900000.00,197400000.00,224800000.00,349100000.00,281000000.00,279500000.00,406900000.00,96300000.00,190287000.00,62052000.00,52085000.00,
totalLiab,521081000.00,515891000.00,429987000.00,440441000.00,426976000.00,405117000.00,419219000.00,451884000.00,450671000.00,220468000.00,163737000.00,178187000.00,145467000.00,177540000.00,,26526000.00,,22850000.00,22850000.00,24315000.00,,1040100000.00,985600000.00,989800000.00,977000000.00,943300000.00,940800000.00,947400000.00,1006800000.00,1015900000.00,1223400000.00,1218300000.00,757200000.00,735800000.00,736500000.00,718800000.00,737900000.00,746400000.00,757200000.00,731700000.00,761100000.00,738800000.00,750200000.00,720000000.00,768800000.00,759100000.00,642300000.00,656900000.00,669200000.00,675800000.00,285400000.00,371100000.00,412000000.00,475600000.00,549000000.00,513200000.00,606300000.00,664000000.00,828800000.00,1145200000.00,1057800000.00,1144428000.00,655076000.00,418514000.00,
totalStockholderEquity,-54181000.00,-8589000.00,37685000.00,88727000.00,104783000.00,115346000.00,162667000.00,166088000.00,187308000.00,243918000.00,297968000.00,335505000.00,376059000.00,196302000.00,,111156000.00,,177989000.00,177989000.00,126243000.00,249166000.00,429600000.00,424600000.00,350400000.00,354300000.00,379400000.00,366700000.00,369500000.00,914200000.00,1035900000.00,1011100000.00,986800000.00,1007600000.00,1001600000.00,980000000.00,879400000.00,873500000.00,827800000.00,811300000.00,783000000.00,773900000.00,777400000.00,749000000.00,712900000.00,659300000.00,595500000.00,608300000.00,633200000.00,627700000.00,617500000.00,666400000.00,692300000.00,732200000.00,1098800000.00,1741000000.00,1827700000.00,1893400000.00,2033000000.00,2143500000.00,2576800000.00,2912700000.00,2856872000.00,1770595000.00,1396005000.00,
deferredLongTermLiab,,,,,954000.00,894000.00,713000.00,631000.00,926000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherCurrentLiab,53483000.00,53397000.00,57412000.00,73035000.00,62658000.00,53183000.00,46791000.00,50497000.00,39685000.00,29450000.00,25272000.00,30375000.00,22633000.00,-148000.00,,15482000.00,834000.00,14752000.00,14752000.00,13839000.00,,186500000.00,170300000.00,172100000.00,153200000.00,132400000.00,132400000.00,133100000.00,173900000.00,159800000.00,159700000.00,139900000.00,165500000.00,141700000.00,138300000.00,136900000.00,154000000.00,141600000.00,153800000.00,153100000.00,193000000.00,173600000.00,167600000.00,152400000.00,201300000.00,200500000.00,188100000.00,197700000.00,169900000.00,217900000.00,224200000.00,275500000.00,309100000.00,373600000.00,422200000.00,383000000.00,435700000.00,473300000.00,482400000.00,357900000.00,435700000.00,377513000.00,265152000.00,216088000.00,
commonStock,7312000.00,7312000.00,7312000.00,7312000.00,6699000.00,6445000.00,6445000.00,6445000.00,6445000.00,6445000.00,6314000.00,6314000.00,6314000.00,5795000.00,,4361000.00,4361000.00,424000.00,424000.00,401000.00,,23700000.00,23700000.00,19000000.00,19000000.00,19000000.00,19000000.00,19000000.00,23500000.00,23500000.00,23500000.00,23500000.00,23500000.00,23500000.00,23500000.00,23400000.00,23500000.00,23400000.00,23400000.00,23400000.00,23300000.00,23280000.00,162120000.00,161940000.00,162000000.00,161800000.00,161760000.00,161540000.00,161300000.00,160820000.00,160820000.00,160360000.00,159900000.00,159300000.00,159300000.00,158800000.00,158400000.00,157860000.00,157800000.00,156160000.00,154100000.00,141805000.00,61337000.00,30337000.00,
capitalStock,7312000.00,7312000.00,7312000.00,7312000.00,6699000.00,6445000.00,6445000.00,6445000.00,6445000.00,6445000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retainedEarnings,-1235035000.00,-1187228000.00,-1140111000.00,-1080685000.00,-1056528000.00,-1005920000.00,-941546000.00,-924885000.00,-890504000.00,-818955000.00,-746386000.00,-694859000.00,-638930000.00,-618602000.00,,-448569000.00,-448569000.00,-381943000.00,-381943000.00,-332085000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495600000.00,,,,1843800000.00,,,,
otherLiab,,,,,27832000.00,31176000.00,49312000.00,65138000.00,83682000.00,76709000.00,78967000.00,100511000.00,76511000.00,109983000.00,,2684000.00,2684000.00,1556000.00,1556000.00,,,78200000.00,78800000.00,87000000.00,95400000.00,81500000.00,83200000.00,84000000.00,23200000.00,100900000.00,100700000.00,96800000.00,40200000.00,87400000.00,83500000.00,80900000.00,49100000.00,82900000.00,81900000.00,80900000.00,74500000.00,65100000.00,69900000.00,69400000.00,66800000.00,65000000.00,2400000.00,2500000.00,3700000.00,3300000.00,3400000.00,3200000.00,3400000.00,3600000.00,3700000.00,3700000.00,3900000.00,6100000.00,,,,,,,
goodWill,,,,,,,,,,,,,,-178652000.00,,,,,,,,6100000.00,6000000.00,5900000.00,5600000.00,,,,359300000.00,353900000.00,349000000.00,349600000.00,238400000.00,239000000.00,239000000.00,238500000.00,238500000.00,240200000.00,240200000.00,240200000.00,240500000.00,172500000.00,175800000.00,180100000.00,180100000.00,175700000.00,,,4800000.00,,,3800000.00,3800000.00,143600000.00,144000000.00,140100000.00,,,,,,,,,
otherAssets,,,,,35452000.00,35833000.00,31640000.00,27373000.00,1617000.00,394000.00,392000.00,397000.00,389000.00,384000.00,,368000.00,368000.00,264000.00,264000.00,,,220300000.00,260100000.00,261700000.00,227800000.00,276500000.00,286300000.00,229000000.00,666500000.00,698800000.00,701200000.00,724300000.00,557400000.00,442900000.00,445500000.00,450600000.00,462200000.00,423700000.00,436500000.00,453900000.00,460900000.00,315100000.00,325700000.00,360600000.00,359500000.00,335300000.00,84900000.00,88000000.00,98600000.00,84300000.00,126200000.00,208500000.00,251100000.00,469500000.00,842500000.00,572600000.00,580500000.00,585000000.00,564000000.00,761000000.00,711000000.00,600743000.00,351595000.00,333830000.00,
cash,310407000.00,347510000.00,310547000.00,326441000.00,380860000.00,376778000.00,430874000.00,466544000.00,530194000.00,371884000.00,383122000.00,439195000.00,494416000.00,348593000.00,,115551000.00,,182156000.00,182156000.00,138807000.00,,518100000.00,449200000.00,446200000.00,558500000.00,511600000.00,462300000.00,515800000.00,631400000.00,656500000.00,813300000.00,792600000.00,520200000.00,149000000.00,118900000.00,141200000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cashAndEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCurrentLiabilities,78206000.00,80581000.00,81086000.00,98957000.00,87573000.00,73684000.00,70774000.00,73935000.00,59300000.00,51499000.00,41398000.00,40436000.00,32563000.00,31368000.00,,19943000.00,19943000.00,17005000.00,17005000.00,22354000.00,,288700000.00,255900000.00,251900000.00,230700000.00,210800000.00,207200000.00,212900000.00,278000000.00,264200000.00,471700000.00,470200000.00,474100000.00,447800000.00,253000000.00,237900000.00,260100000.00,263500000.00,275300000.00,250800000.00,286600000.00,273700000.00,280300000.00,250600000.00,302000000.00,293700000.00,239900000.00,254400000.00,265500000.00,272500000.00,282000000.00,353600000.00,397800000.00,471200000.00,544300000.00,491800000.00,599400000.00,654200000.00,818500000.00,1130200000.00,1041300000.00,1125643000.00,633522000.00,405398000.00,
currentDeferredRevenue,,,,,,,,3754000.00,,237000.00,237000.00,149000.00,91000.00,20359000.00,,,,,,1765000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netDebt,-186878000.00,-223899000.00,-187601000.00,-209066000.00,-264203000.00,-273462000.00,-328315000.00,-364793000.00,-429547000.00,-272443000.00,-335323000.00,-397322000.00,-454330000.00,-308192000.00,,-110520000.00,,-176780000.00,,-138807000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shortTermDebt,15746000.00,15493000.00,14980000.00,13571000.00,13304000.00,7482000.00,7530000.00,7604000.00,7587000.00,7181000.00,4427000.00,4633000.00,3693000.00,4212000.00,,1132000.00,,1087000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shortLongTermDebt,14329000.00,13861000.00,13533000.00,12474000.00,12469000.00,6573000.00,6549000.00,6575000.00,6575000.00,6193000.00,3594000.00,3631000.00,2642000.00,3113000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shortLongTermDebtTotal,123529000.00,123611000.00,122946000.00,117375000.00,116657000.00,103316000.00,102559000.00,101751000.00,100647000.00,99441000.00,47799000.00,41873000.00,40086000.00,40401000.00,,5031000.00,,5376000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherStockholderEquity,1007547000.00,1007198000.00,1007198000.00,1006773000.00,1007409000.00,981699000.00,981699000.00,981699000.00,981437000.00,981156000.00,981055000.00,981052000.00,981028000.00,792601000.00,,549822000.00,5542000.00,553724000.00,32425000.00,452268000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
propertyPlantEquipment,,,,,9877000.00,9690000.00,10664000.00,11230000.00,11562000.00,11338000.00,10543000.00,4758000.00,4904000.00,5508000.00,,6274000.00,6274000.00,6760000.00,6760000.00,,,146500000.00,147900000.00,153800000.00,158300000.00,166900000.00,168900000.00,169300000.00,177100000.00,200800000.00,202700000.00,201000000.00,199200000.00,201900000.00,204300000.00,204500000.00,206500000.00,210300000.00,211800000.00,218100000.00,221100000.00,217300000.00,219000000.00,229000000.00,233000000.00,240500000.00,169600000.00,182700000.00,192300000.00,206900000.00,170900000.00,190700000.00,206800000.00,318900000.00,540800000.00,580600000.00,614000000.00,734100000.00,724900000.00,682600000.00,608600000.00,496426000.00,384133000.00,343277000.00,
totalCurrentAssets,375598000.00,412808000.00,380007000.00,446015000.00,438099000.00,424442000.00,487710000.00,525182000.00,568408000.00,394432000.00,393242000.00,450450000.00,506419000.00,359125000.00,,122606000.00,122606000.00,185396000.00,185396000.00,142080000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
longTermInvestments,26989000.00,28322000.00,29533000.00,31152000.00,34687000.00,36817000.00,38734000.00,41236000.00,44002000.00,46212000.00,47381000.00,47908000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netTangibleAssets,,,,,91139000.00,101665000.00,149529000.00,153137000.00,174918000.00,231908000.00,287821000.00,325326000.00,366245000.00,187477000.00,102722000.00,102722000.00,102722000.00,169570000.00,169570000.00,,243765000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shortTermInvestments,,,,,,,,,,,,,,,,,,,,,,178800000.00,181000000.00,111300000.00,51000000.00,,,,100000.00,200000.00,200000.00,3300000.00,61600000.00,528700000.00,537200000.00,420800000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netReceivables,21180000.00,23866000.00,24037000.00,77714000.00,23251000.00,20863000.00,26752000.00,30218000.00,15896000.00,2079000.00,,3100000.00,,,,2840000.00,1362000.00,3000.00,3000.00,1889000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
longTermDebt,97707000.00,97356000.00,97011000.00,97240000.00,96731000.00,97481000.00,110507000.00,125100000.00,142439000.00,134267000.00,87812000.00,107983000.00,106978000.00,139913000.00,,,,,,,,650800000.00,650900000.00,650900000.00,650900000.00,651000000.00,650400000.00,650500000.00,650700000.00,650800000.00,651000000.00,651300000.00,200600000.00,200600000.00,400000000.00,400000000.00,400000000.00,400000000.00,400000000.00,400000000.00,400000000.00,400000000.00,400000000.00,400000000.00,400000000.00,400400000.00,400000000.00,400000000.00,400000000.00,400000000.00,,14300000.00,10800000.00,800000.00,1000000.00,17700000.00,3000000.00,3700000.00,10300000.00,15000000.00,16500000.00,18785000.00,21554000.00,13116000.00,
inventory,22728000.00,19428000.00,18250000.00,18564000.00,15745000.00,14650000.00,11838000.00,11122000.00,8008000.00,7718000.00,,6499000.00,,,,2472000.00,,,,1204000.00,,106400000.00,116300000.00,122800000.00,123900000.00,140000000.00,149400000.00,167200000.00,162700000.00,190500000.00,197900000.00,197500000.00,170200000.00,175100000.00,172800000.00,167800000.00,165500000.00,166800000.00,145900000.00,142800000.00,140500000.00,130000000.00,123900000.00,109200000.00,97800000.00,112200000.00,76700000.00,68600000.00,69500000.00,76500000.00,83700000.00,91800000.00,94900000.00,163400000.00,192200000.00,233800000.00,253600000.00,401000000.00,477400000.00,536900000.00,486100000.00,422238000.00,315459000.00,281438000.00,
accountsPayable,8977000.00,11691000.00,8694000.00,12351000.00,11611000.00,13019000.00,16453000.00,12080000.00,12028000.00,14631000.00,11462000.00,5279000.00,6146000.00,6797000.00,,3329000.00,3329000.00,1166000.00,1166000.00,6750000.00,,97200000.00,82200000.00,77300000.00,73600000.00,77800000.00,72500000.00,75900000.00,99100000.00,95900000.00,103500000.00,106200000.00,92500000.00,92000000.00,96600000.00,82900000.00,88400000.00,104200000.00,103900000.00,81400000.00,77400000.00,80400000.00,86500000.00,72700000.00,72800000.00,68800000.00,51800000.00,49200000.00,49300000.00,46100000.00,49200000.00,62300000.00,73000000.00,80900000.00,105400000.00,107100000.00,162000000.00,179200000.00,211700000.00,232100000.00,211300000.00,210531000.00,139158000.00,103291000.00,
totalPermanentEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noncontrollingInterestInConsolidatedEntity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temporaryEquityRedeemableNoncontrollingInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accumulatedOtherComprehensiveIncome,165995000.00,164129000.00,163286000.00,155327000.00,147203000.00,133122000.00,116069000.00,102829000.00,89930000.00,75272000.00,56985000.00,42998000.00,27647000.00,16508000.00,,5542000.00,,5784000.00,,5659000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
additionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commonStockTotalEquity,,,,,,,,,,6445000.00,,,6314000.00,5795000.00,,,,424000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferredStockTotalEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retainedEarningsTotalEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accumulatedAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrrentAssetsOther,1023000.00,1443000.00,1233000.00,903000.00,899000.00,899000.00,1022000.00,693000.00,691000.00,394000.00,392000.00,397000.00,389000.00,384000.00,,368000.00,,264000.00,,264000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deferredLongTermAssetCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentAssetsTotal,91302000.00,94494000.00,87665000.00,83153000.00,93660000.00,96021000.00,94176000.00,92790000.00,69571000.00,69954000.00,68463000.00,63242000.00,15107000.00,14717000.00,,15076000.00,,15443000.00,,8478000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capitalLeaseObligations,11493000.00,12394000.00,12402000.00,7661000.00,7457000.00,6899000.00,7595000.00,8023000.00,8195000.00,8600000.00,8432000.00,3467000.00,3656000.00,4433000.00,,5031000.00,,5376000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
longTermDebtTotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentLiabilitiesOther,6191000.00,3839000.00,329000.00,,,,,,,,,221000.00,208000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentLiabilitiesTotal,442875000.00,435310000.00,348901000.00,341484000.00,339403000.00,331433000.00,348445000.00,377949000.00,391371000.00,168969000.00,122339000.00,137751000.00,112904000.00,146172000.00,,6583000.00,,5845000.00,,1961000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negativeGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferredStockRedeemable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capitalSurpluse,,,,,,,,,,,,,,,,,,527083000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liabilitiesAndStockholdersEquity,466900000.00,507302000.00,467672000.00,529168000.00,531759000.00,520463000.00,581886000.00,617972000.00,637979000.00,464386000.00,461705000.00,513692000.00,521526000.00,373842000.00,,137682000.00,,200839000.00,,150558000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
